Datos que encuentra el metodo de Euler(variable ind.	 variable dep.	 numero de thread)
0.002380	 0.030766	 thread: 0
0.002400	 0.030824	 thread: 3
0.002420	 0.030786	 thread: 5
0.002440	 0.030883	 thread: 3
0.002440	 0.030805	 thread: 1
0.002480	 0.030844	 thread: 0
0.002500	 0.030941	 thread: 2
0.002520	 0.030960	 thread: 2
0.002540	 0.030979	 thread: 2
0.002560	 0.030999	 thread: 2
0.002580	 0.031018	 thread: 2
0.002600	 0.031038	 thread: 2
0.002620	 0.031057	 thread: 2
0.002640	 0.031076	 thread: 2
0.002660	 0.031096	 thread: 2
0.002680	 0.031115	 thread: 2
0.002700	 0.031135	 thread: 2
0.002720	 0.031154	 thread: 2
0.002740	 0.031173	 thread: 2
0.002760	 0.031193	 thread: 2
0.002780	 0.031212	 thread: 2
0.002800	 0.031231	 thread: 4
0.002820	 0.031231	 thread: 4
0.002840	 0.031270	 thread: 0
0.002860	 0.031290	 thread: 2
0.002880	 0.031290	 thread: 0
0.002900	 0.031290	 thread: 0
0.002920	 0.031309	 thread: 0
0.002940	 0.031328	 thread: 0
0.002960	 0.031386	 thread: 0
0.002940	 0.031406	 thread: 2
0.003000	 0.031328	 thread: 3
0.003020	 0.031348	 thread: 4
0.003040	 0.031464	 thread: 0
0.003060	 0.031483	 thread: 2
0.003080	 0.031503	 thread: 2
0.003100	 0.031503	 thread: 0
0.003120	 0.031541	 thread: 2
0.003140	 0.031561	 thread: 2
0.003160	 0.031580	 thread: 2
0.003180	 0.031599	 thread: 3
0.003200	 0.031619	 thread: 2
0.003220	 0.031638	 thread: 3
0.003240	 0.031619	 thread: 2
0.003260	 0.031638	 thread: 1
0.003280	 0.031638	 thread: 0
0.003300	 0.031716	 thread: 5
0.003320	 0.031735	 thread: 2
0.003340	 0.031696	 thread: 2
0.003360	 0.031716	 thread: 1
0.003380	 0.031793	 thread: 1
0.003400	 0.031812	 thread: 2
0.003420	 0.031832	 thread: 2
0.003440	 0.031851	 thread: 2
0.003460	 0.031851	 thread: 2
0.003480	 0.031871	 thread: 4
0.003500	 0.031890	 thread: 0
0.003540	 0.031909	 thread: 0
0.003540	 0.031909	 thread: 0
0.003560	 0.031967	 thread: 2
0.003580	 0.031987	 thread: 2
0.003600	 0.032006	 thread: 2
0.003620	 0.032025	 thread: 2
0.003640	 0.031967	 thread: 2
0.003660	 0.032025	 thread: 0
0.003680	 0.032045	 thread: 4
0.003700	 0.032064	 thread: 4
0.003720	 0.032084	 thread: 4
0.003740	 0.032103	 thread: 4
0.003760	 0.032122	 thread: 4
0.003780	 0.032103	 thread: 4
0.003800	 0.032103	 thread: 5
0.003820	 0.032142	 thread: 1
0.003840	 0.032161	 thread: 3
0.003860	 0.032180	 thread: 3
0.003880	 0.032277	 thread: 1
0.003880	 0.032296	 thread: 2
0.003920	 0.032316	 thread: 2
0.003940	 0.032335	 thread: 2
0.003960	 0.032335	 thread: 2
0.003980	 0.032374	 thread: 0
0.004000	 0.032393	 thread: 2
0.004020	 0.032355	 thread: 3
0.004040	 0.032413	 thread: 5
0.004060	 0.032374	 thread: 3
0.004080	 0.032471	 thread: 1
0.004100	 0.032490	 thread: 2
0.004140	 0.032509	 thread: 2
0.004140	 0.032529	 thread: 2
0.004160	 0.032548	 thread: 2
0.004180	 0.032529	 thread: 2
0.004200	 0.032567	 thread: 4
0.004220	 0.032587	 thread: 1
0.004240	 0.032606	 thread: 1
0.004260	 0.032645	 thread: 1
0.004280	 0.032645	 thread: 2
0.004300	 0.032683	 thread: 1
0.004320	 0.032703	 thread: 2
0.004340	 0.032722	 thread: 2
0.004360	 0.032742	 thread: 2
0.004380	 0.032761	 thread: 2
0.004400	 0.032780	 thread: 2
0.004480	 0.032645	 thread: 2
0.004440	 0.032664	 thread: 3
0.004460	 0.032838	 thread: 2
0.004480	 0.032858	 thread: 2
0.004500	 0.032683	 thread: 2
0.004520	 0.032703	 thread: 3
0.004540	 0.032722	 thread: 3
0.004560	 0.032742	 thread: 3
0.004580	 0.032916	 thread: 3
0.004600	 0.032974	 thread: 4
0.004600	 0.032993	 thread: 0
0.004640	 0.033012	 thread: 5
0.004660	 0.032993	 thread: 5
0.004680	 0.033032	 thread: 0
0.004700	 0.033070	 thread: 5
0.004700	 0.033090	 thread: 2
0.004740	 0.033109	 thread: 1
0.004760	 0.033109	 thread: 1
0.004780	 0.033128	 thread: 2
0.004800	 0.033109	 thread: 4
0.004820	 0.033148	 thread: 5
0.004840	 0.033128	 thread: 0
0.004860	 0.033186	 thread: 0
0.004880	 0.033206	 thread: 4
0.004900	 0.033148	 thread: 2
0.004920	 0.033283	 thread: 5
0.004940	 0.033264	 thread: 4
0.004960	 0.033283	 thread: 4
0.004980	 0.033283	 thread: 0
0.005000	 0.033302	 thread: 4
0.005020	 0.033322	 thread: 4
0.005040	 0.033322	 thread: 0
0.005060	 0.033418	 thread: 4
0.005080	 0.033322	 thread: 2
0.005100	 0.033438	 thread: 3
0.005120	 0.033476	 thread: 5
0.005140	 0.033341	 thread: 2
0.005160	 0.033457	 thread: 4
0.005180	 0.033534	 thread: 0
0.005200	 0.033554	 thread: 2
0.005220	 0.033476	 thread: 2
0.005240	 0.033592	 thread: 4
0.005260	 0.033612	 thread: 0
0.005260	 0.033631	 thread: 4
0.005300	 0.033650	 thread: 2
0.005320	 0.033670	 thread: 2
0.005340	 0.033650	 thread: 4
0.005360	 0.033708	 thread: 0
0.005380	 0.033728	 thread: 5
0.005340	 0.033747	 thread: 2
0.005420	 0.033670	 thread: 2
0.005440	 0.033786	 thread: 2
0.005460	 0.033805	 thread: 2
0.005480	 0.033824	 thread: 2
0.005500	 0.033728	 thread: 2
0.005520	 0.033863	 thread: 0
0.005540	 0.033747	 thread: 2
0.005560	 0.033747	 thread: 3
0.005580	 0.033766	 thread: 0
0.005600	 0.033940	 thread: 5
0.005620	 0.033960	 thread: 2
0.005640	 0.033786	 thread: 2
0.005660	 0.033805	 thread: 0
0.005680	 0.034018	 thread: 2
0.005700	 0.034037	 thread: 2
0.005720	 0.033824	 thread: 2
0.005740	 0.033824	 thread: 3
0.005760	 0.033805	 thread: 1
0.005780	 0.033824	 thread: 5
0.005800	 0.033844	 thread: 0
0.005820	 0.033824	 thread: 0
0.005840	 0.034133	 thread: 3
0.005860	 0.034153	 thread: 5
0.005880	 0.034172	 thread: 2
0.005900	 0.034191	 thread: 2
0.005920	 0.034153	 thread: 2
0.005940	 0.034230	 thread: 2
0.005960	 0.034249	 thread: 2
0.005980	 0.034269	 thread: 2
0.006000	 0.034288	 thread: 2
0.006020	 0.034307	 thread: 3
0.006040	 0.034327	 thread: 2
0.006060	 0.034249	 thread: 2
0.006080	 0.034365	 thread: 4
0.006100	 0.034385	 thread: 2
0.006120	 0.034404	 thread: 2
0.006140	 0.034423	 thread: 2
0.006160	 0.034442	 thread: 2
0.006180	 0.034462	 thread: 2
0.006200	 0.034481	 thread: 2
0.006220	 0.034423	 thread: 2
0.006240	 0.034423	 thread: 4
0.006280	 0.034558	 thread: 0
0.006280	 0.034462	 thread: 0
0.006300	 0.034481	 thread: 0
0.006320	 0.034500	 thread: 0
0.006340	 0.034481	 thread: 0
0.006360	 0.034539	 thread: 5
0.006380	 0.034558	 thread: 0
0.006400	 0.034500	 thread: 0
0.006420	 0.034500	 thread: 5
0.006440	 0.034520	 thread: 1
0.006460	 0.034597	 thread: 1
0.006480	 0.034578	 thread: 0
0.006500	 0.034500	 thread: 3
0.006520	 0.034636	 thread: 1
0.006540	 0.034597	 thread: 0
0.006560	 0.034616	 thread: 3
0.006580	 0.034655	 thread: 1
0.006600	 0.034578	 thread: 4
0.006620	 0.034597	 thread: 2
0.006640	 0.034616	 thread: 2
0.006660	 0.034636	 thread: 2
0.006680	 0.034655	 thread: 2
0.006700	 0.034674	 thread: 2
0.006720	 0.034694	 thread: 2
0.006740	 0.034713	 thread: 2
0.006760	 0.034694	 thread: 0
0.006780	 0.034751	 thread: 4
0.006800	 0.034771	 thread: 3
0.006820	 0.034790	 thread: 2
0.006840	 0.034809	 thread: 2
0.006860	 0.034829	 thread: 2
0.006880	 0.034751	 thread: 2
0.006900	 0.034771	 thread: 1
0.006920	 0.034790	 thread: 3
0.006940	 0.034906	 thread: 2
0.006980	 0.034887	 thread: 2
0.006980	 0.034944	 thread: 5
0.007000	 0.034964	 thread: 2
0.007020	 0.034983	 thread: 2
0.007040	 0.034925	 thread: 2
0.007060	 0.034983	 thread: 5
0.007080	 0.035041	 thread: 2
0.007100	 0.035060	 thread: 2
0.007120	 0.007114	 thread: 3
0.007140	 0.007134	 thread: 3
0.007160	 0.007154	 thread: 3
0.007220	 0.007174	 thread: 3
0.007200	 0.007194	 thread: 3
0.007220	 0.007213	 thread: 3
0.007240	 0.007233	 thread: 1
0.007260	 0.035215	 thread: 3
0.007280	 0.035234	 thread: 2
0.007300	 0.035253	 thread: 2
0.007320	 0.035273	 thread: 2
0.007340	 0.035292	 thread: 2
0.007360	 0.035311	 thread: 2
0.007380	 0.035330	 thread: 2
0.007440	 0.007332	 thread: 2
0.007420	 0.035369	 thread: 1
0.007440	 0.035388	 thread: 2
0.007460	 0.035408	 thread: 2
0.007480	 0.007351	 thread: 2
0.007500	 0.035446	 thread: 2
0.007520	 0.007371	 thread: 2
0.007540	 0.035485	 thread: 2
0.007560	 0.035504	 thread: 2
0.007580	 0.007410	 thread: 2
0.007600	 0.007410	 thread: 5
0.007620	 0.035562	 thread: 2
0.007640	 0.035581	 thread: 2
0.007660	 0.007630	 thread: 2
0.007680	 0.035581	 thread: 3
0.007700	 0.007650	 thread: 1
0.007720	 0.035658	 thread: 3
0.007740	 0.035678	 thread: 2
0.007760	 0.035697	 thread: 2
0.007780	 0.035716	 thread: 2
0.007800	 0.035736	 thread: 2
0.007820	 0.035755	 thread: 2
0.007840	 0.035774	 thread: 2
0.007860	 0.035793	 thread: 2
0.007880	 0.035736	 thread: 2
0.007900	 0.035736	 thread: 1
0.007920	 0.035851	 thread: 2
0.007940	 0.035755	 thread: 2
0.007960	 0.035890	 thread: 4
0.007960	 0.035909	 thread: 2
0.008000	 0.035755	 thread: 2
0.008020	 0.035871	 thread: 1
0.008040	 0.035890	 thread: 3
0.008060	 0.035909	 thread: 3
0.008080	 0.035986	 thread: 1
0.008100	 0.036025	 thread: 5
0.008120	 0.036044	 thread: 2
0.008140	 0.036063	 thread: 2
0.008160	 0.036083	 thread: 2
0.008200	 0.036102	 thread: 2
0.008200	 0.036121	 thread: 2
0.008220	 0.036140	 thread: 2
0.008240	 0.036160	 thread: 2
0.008260	 0.036160	 thread: 2
0.008280	 0.036063	 thread: 5
0.008300	 0.036083	 thread: 4
0.008320	 0.036102	 thread: 3
0.008340	 0.036121	 thread: 3
0.008360	 0.036140	 thread: 3
0.008440	 0.036160	 thread: 3
0.008400	 0.036179	 thread: 3
0.008420	 0.036198	 thread: 3
0.008440	 0.036218	 thread: 3
0.008460	 0.036372	 thread: 1
0.008480	 0.036391	 thread: 2
0.008500	 0.036410	 thread: 2
0.008520	 0.036430	 thread: 2
0.008540	 0.036449	 thread: 2
0.008560	 0.036468	 thread: 2
0.008580	 0.036487	 thread: 2
0.008620	 0.036507	 thread: 2
0.008620	 0.036487	 thread: 2
0.008640	 0.036507	 thread: 5
0.008660	 0.036526	 thread: 5
0.008680	 0.036584	 thread: 5
0.008700	 0.036603	 thread: 2
0.008720	 0.036526	 thread: 3
0.008740	 0.036642	 thread: 0
0.008760	 0.036661	 thread: 2
0.008780	 0.036622	 thread: 2
0.008800	 0.036699	 thread: 1
0.008820	 0.036545	 thread: 2
0.008840	 0.036642	 thread: 0
0.008860	 0.036757	 thread: 2
0.008880	 0.036776	 thread: 2
0.008900	 0.036661	 thread: 2
0.008920	 0.036565	 thread: 4
0.008940	 0.036834	 thread: 3
0.008960	 0.036680	 thread: 2
0.008980	 0.036680	 thread: 4
0.009000	 0.036699	 thread: 5
0.009020	 0.036719	 thread: 2
0.009040	 0.036738	 thread: 5
0.009060	 0.036757	 thread: 5
0.009080	 0.036776	 thread: 5
0.009100	 0.036796	 thread: 5
0.009120	 0.036776	 thread: 0
0.009140	 0.036834	 thread: 1
0.009160	 0.036854	 thread: 5
0.009180	 0.036873	 thread: 5
0.009200	 0.036854	 thread: 5
0.009220	 0.036854	 thread: 2
0.009240	 0.036873	 thread: 5
0.009260	 0.036873	 thread: 3
0.009280	 0.036892	 thread: 0
0.009300	 0.036911	 thread: 0
0.009320	 0.036931	 thread: 0
0.009340	 0.036950	 thread: 4
0.009360	 0.036969	 thread: 0
0.009380	 0.036969	 thread: 0
0.009400	 0.037008	 thread: 1
0.009420	 0.037027	 thread: 0
0.009440	 0.037085	 thread: 5
0.009460	 0.037104	 thread: 2
0.009480	 0.037123	 thread: 2
0.009500	 0.037142	 thread: 1
0.009520	 0.037162	 thread: 1
0.009560	 0.037181	 thread: 1
0.009560	 0.037200	 thread: 1
0.009580	 0.037219	 thread: 1
0.009600	 0.037239	 thread: 2
0.009620	 0.037200	 thread: 2
0.009640	 0.037219	 thread: 2
0.009660	 0.037297	 thread: 4
0.009680	 0.037239	 thread: 2
0.009700	 0.037258	 thread: 0
0.009720	 0.037277	 thread: 0
0.009740	 0.037297	 thread: 0
0.009760	 0.037316	 thread: 0
0.009780	 0.037412	 thread: 0
0.009800	 0.037316	 thread: 2
0.009820	 0.037451	 thread: 4
0.009840	 0.037316	 thread: 2
0.009860	 0.037335	 thread: 0
0.009880	 0.037354	 thread: 0
0.009900	 0.037374	 thread: 0
0.009920	 0.037393	 thread: 0
0.009940	 0.037412	 thread: 4
0.009960	 0.037585	 thread: 0
0.009980	 0.037605	 thread: 2
0.010000	 0.037624	 thread: 2
0.010020	 0.037643	 thread: 2
0.010040	 0.037662	 thread: 2
0.010060	 0.037682	 thread: 2
0.010080	 0.037701	 thread: 2
0.010100	 0.037701	 thread: 2
0.010120	 0.037720	 thread: 1
0.010140	 0.037759	 thread: 5
0.010160	 0.037778	 thread: 2
0.010180	 0.037797	 thread: 2
0.010200	 0.037816	 thread: 2
0.010220	 0.037797	 thread: 2
0.010240	 0.037816	 thread: 5
0.010260	 0.037836	 thread: 4
0.010280	 0.037855	 thread: 3
0.010300	 0.037874	 thread: 4
0.010320	 0.037893	 thread: 4
0.010340	 0.037913	 thread: 4
0.010360	 0.037932	 thread: 4
0.010380	 0.037874	 thread: 4
0.010400	 0.037913	 thread: 5
0.010420	 0.037913	 thread: 1
0.010440	 0.038047	 thread: 2
0.010460	 0.038066	 thread: 2
0.010480	 0.037893	 thread: 2
0.010500	 0.038105	 thread: 0
0.010500	 0.038124	 thread: 2
0.010540	 0.038143	 thread: 2
0.010560	 0.037913	 thread: 2
0.010580	 0.037932	 thread: 0
0.010600	 0.038201	 thread: 2
0.010620	 0.038220	 thread: 2
0.010640	 0.037951	 thread: 2
0.010660	 0.038259	 thread: 4
0.010680	 0.038278	 thread: 2
0.010700	 0.038297	 thread: 2
0.010720	 0.037970	 thread: 3
0.010740	 0.038336	 thread: 0
0.010760	 0.038355	 thread: 2
0.010780	 0.038374	 thread: 2
0.010800	 0.038374	 thread: 2
0.010820	 0.038413	 thread: 3
0.010840	 0.038432	 thread: 2
0.010860	 0.038451	 thread: 2
0.010880	 0.038470	 thread: 2
0.010900	 0.038490	 thread: 2
0.010920	 0.038509	 thread: 2
0.010940	 0.038509	 thread: 2
0.010960	 0.038490	 thread: 4
0.010980	 0.038509	 thread: 1
0.011000	 0.038528	 thread: 0
0.011020	 0.038547	 thread: 4
0.011040	 0.038567	 thread: 4
0.011060	 0.038644	 thread: 4
0.011080	 0.038586	 thread: 2
0.011100	 0.038682	 thread: 1
0.011120	 0.038701	 thread: 2
0.011140	 0.038720	 thread: 2
0.011160	 0.038740	 thread: 2
0.011180	 0.038759	 thread: 5
0.011200	 0.038778	 thread: 2
0.011220	 0.011197	 thread: 2
0.011240	 0.038817	 thread: 5
0.011260	 0.038836	 thread: 2
0.011280	 0.038855	 thread: 2
0.011300	 0.038874	 thread: 2
0.011320	 0.038893	 thread: 2
0.011340	 0.038913	 thread: 2
0.011360	 0.038932	 thread: 2
0.011380	 0.038951	 thread: 2
0.011400	 0.038682	 thread: 2
0.011420	 0.011295	 thread: 0
0.011440	 0.011314	 thread: 4
0.011460	 0.011334	 thread: 1
0.011480	 0.011354	 thread: 1
0.011500	 0.011374	 thread: 1
0.011520	 0.011394	 thread: 3
0.011540	 0.011413	 thread: 1
0.011560	 0.011433	 thread: 1
0.011580	 0.011453	 thread: 1
0.011600	 0.011453	 thread: 1
0.011620	 0.011473	 thread: 1
0.011640	 0.011492	 thread: 3
0.011660	 0.011512	 thread: 3
0.011680	 0.011492	 thread: 3
0.011700	 0.011512	 thread: 3
0.011720	 0.011532	 thread: 0
0.011740	 0.011512	 thread: 0
0.011700	 0.039316	 thread: 5
0.011780	 0.039336	 thread: 2
0.011800	 0.039355	 thread: 2
0.011820	 0.011552	 thread: 2
0.011840	 0.011552	 thread: 0
0.011860	 0.011571	 thread: 4
0.011880	 0.011591	 thread: 4
0.011900	 0.011611	 thread: 4
0.011920	 0.011631	 thread: 0
0.011940	 0.011651	 thread: 0
0.011960	 0.039510	 thread: 0
0.011980	 0.011690	 thread: 0
0.012000	 0.011710	 thread: 0
0.012020	 0.011730	 thread: 0
0.012040	 0.039585	 thread: 0
0.012060	 0.039605	 thread: 4
0.012080	 0.039624	 thread: 2
0.012100	 0.039643	 thread: 2
0.012120	 0.039662	 thread: 2
0.012060	 0.039662	 thread: 2
0.012160	 0.039701	 thread: 2
0.012180	 0.039720	 thread: 2
0.012200	 0.039739	 thread: 2
0.012220	 0.039758	 thread: 2
0.012240	 0.039777	 thread: 2
0.012260	 0.039797	 thread: 5
0.012280	 0.039816	 thread: 2
0.012300	 0.039835	 thread: 0
0.012320	 0.039854	 thread: 2
0.012340	 0.039816	 thread: 2
0.012360	 0.039873	 thread: 5
0.012380	 0.039873	 thread: 4
0.012400	 0.039893	 thread: 0
0.012420	 0.039950	 thread: 4
0.012440	 0.039969	 thread: 2
0.012460	 0.039835	 thread: 2
0.012480	 0.040008	 thread: 3
0.012500	 0.040027	 thread: 2
0.012520	 0.040046	 thread: 2
0.012540	 0.040065	 thread: 2
0.012560	 0.040085	 thread: 2
0.012580	 0.040104	 thread: 2
0.012600	 0.039950	 thread: 2
0.012620	 0.040142	 thread: 3
0.012640	 0.040162	 thread: 5
0.012660	 0.040181	 thread: 2
0.012680	 0.040200	 thread: 2
0.012700	 0.040219	 thread: 2
0.012720	 0.040238	 thread: 2
0.012740	 0.040257	 thread: 2
0.012760	 0.040219	 thread: 2
0.012780	 0.040296	 thread: 3
0.012800	 0.040219	 thread: 2
0.012820	 0.040334	 thread: 5
0.012840	 0.040353	 thread: 2
0.012860	 0.040238	 thread: 2
0.012880	 0.040392	 thread: 4
0.012900	 0.040277	 thread: 2
0.012920	 0.040430	 thread: 2
0.012940	 0.040449	 thread: 2
0.012960	 0.040469	 thread: 2
0.012980	 0.040488	 thread: 2
0.013000	 0.040507	 thread: 2
0.013020	 0.040526	 thread: 2
0.013040	 0.040545	 thread: 2
0.013060	 0.040565	 thread: 2
0.013080	 0.040584	 thread: 2
0.013100	 0.040603	 thread: 2
0.013120	 0.040622	 thread: 2
0.013140	 0.040641	 thread: 2
0.013160	 0.040622	 thread: 2
0.013180	 0.040641	 thread: 4
0.013200	 0.040661	 thread: 4
0.013220	 0.040680	 thread: 4
0.013240	 0.040737	 thread: 4
0.013260	 0.040757	 thread: 2
0.013280	 0.040776	 thread: 4
0.013300	 0.040795	 thread: 5
0.013320	 0.040814	 thread: 2
0.013340	 0.040833	 thread: 2
0.013360	 0.040776	 thread: 2
0.013380	 0.040795	 thread: 4
0.013400	 0.040814	 thread: 4
0.013420	 0.040814	 thread: 4
0.013440	 0.040833	 thread: 0
0.013460	 0.040852	 thread: 4
0.013480	 0.040872	 thread: 0
0.013500	 0.040891	 thread: 0
0.013520	 0.040910	 thread: 0
0.013540	 0.040929	 thread: 4
0.013560	 0.040948	 thread: 4
0.013580	 0.040968	 thread: 0
0.013600	 0.040987	 thread: 0
0.013620	 0.041006	 thread: 4
0.013640	 0.040948	 thread: 0
0.013660	 0.041044	 thread: 3
0.013680	 0.041063	 thread: 0
0.013700	 0.041083	 thread: 0
0.013720	 0.041102	 thread: 0
0.013740	 0.041121	 thread: 0
0.013760	 0.041140	 thread: 0
0.013780	 0.041255	 thread: 0
0.013800	 0.041274	 thread: 2
0.013820	 0.041294	 thread: 2
0.013840	 0.041121	 thread: 2
0.013860	 0.041332	 thread: 1
0.013880	 0.041179	 thread: 2
0.013900	 0.041198	 thread: 0
0.013920	 0.041140	 thread: 0
0.013940	 0.041409	 thread: 5
0.013960	 0.041428	 thread: 2
0.013980	 0.041447	 thread: 3
0.014000	 0.041294	 thread: 0
0.014020	 0.041447	 thread: 0
0.014040	 0.041466	 thread: 3
0.014060	 0.041485	 thread: 3
0.014080	 0.041543	 thread: 1
0.014100	 0.041370	 thread: 2
0.014120	 0.041581	 thread: 0
0.014140	 0.041485	 thread: 2
0.014160	 0.041620	 thread: 1
0.014180	 0.041639	 thread: 2
0.014200	 0.041524	 thread: 2
0.014220	 0.041600	 thread: 5
0.014240	 0.041505	 thread: 3
0.014260	 0.041715	 thread: 2
0.014280	 0.041735	 thread: 2
0.014300	 0.041754	 thread: 2
0.014320	 0.041524	 thread: 2
0.014340	 0.041735	 thread: 3
0.014360	 0.041754	 thread: 4
0.014380	 0.041543	 thread: 0
0.014420	 0.041754	 thread: 3
0.014420	 0.041773	 thread: 1
0.014440	 0.041792	 thread: 1
0.014460	 0.041811	 thread: 1
0.014480	 0.041600	 thread: 3
0.014500	 0.041946	 thread: 3
0.014520	 0.041965	 thread: 2
0.014540	 0.041620	 thread: 0
0.014560	 0.042003	 thread: 1
0.014580	 0.041984	 thread: 2
0.014600	 0.042003	 thread: 4
0.014620	 0.042022	 thread: 4
0.014640	 0.042041	 thread: 4
0.014660	 0.042060	 thread: 4
0.014680	 0.042041	 thread: 4
0.014700	 0.042060	 thread: 1
0.014720	 0.042080	 thread: 0
0.014740	 0.042099	 thread: 0
0.014760	 0.042118	 thread: 1
0.014780	 0.042137	 thread: 1
0.014800	 0.042156	 thread: 3
0.014820	 0.042137	 thread: 1
0.014840	 0.042195	 thread: 3
0.014860	 0.042214	 thread: 3
0.014880	 0.042195	 thread: 3
0.014900	 0.042156	 thread: 4
0.014920	 0.042195	 thread: 0
0.014960	 0.042367	 thread: 5
0.014960	 0.042214	 thread: 2
0.014980	 0.042386	 thread: 3
0.015000	 0.042405	 thread: 4
0.015020	 0.042425	 thread: 1
0.015040	 0.042463	 thread: 1
0.015060	 0.042405	 thread: 3
0.015080	 0.042425	 thread: 4
0.015100	 0.042482	 thread: 0
0.015120	 0.042501	 thread: 3
0.015140	 0.042520	 thread: 3
0.015160	 0.042539	 thread: 3
0.015180	 0.042559	 thread: 3
0.015200	 0.042578	 thread: 3
0.015220	 0.042559	 thread: 3
0.015240	 0.042654	 thread: 1
0.015260	 0.042635	 thread: 0
0.015280	 0.042654	 thread: 4
0.015300	 0.042674	 thread: 0
0.015320	 0.042693	 thread: 0
0.015340	 0.042750	 thread: 0
0.015360	 0.042769	 thread: 5
0.015380	 0.042788	 thread: 2
0.015400	 0.042808	 thread: 2
0.015420	 0.042827	 thread: 2
0.015440	 0.042846	 thread: 2
